id,kind,title,release,rating,cast,cast_id,genres,duration,budget,worldwide_gross,summary,cover_url
111161,movie,The Shawshank Redemption,14-Oct-94,9.3,"Tim Robbins(Andy Dufresne), Morgan Freeman(Ellis Boyd 'Red' Redding), Bob Gunton(Warden Norton), William Sadler(Heywood), Clancy Brown(Captain Hadley)","0000209, 0000151, 0348409, 0006669, 0000317",Drama,142,"$25,000,000 (estimated)","$58,500,000","Chronicles the experiences of a formerly successful banker as a prisoner in the gloomy jailhouse of Shawshank after being found guilty of a crime he did not commit. The film portrays the man's unique way of dealing with his new, torturous life; along the way he befriends a number of fellow prisoners, most notably a wise long-term inmate named Red.",https://m.media-amazon.com/images/M/MV5BMDFkYTc0MGEtZmNhMC00ZDIzLWFmNTEtODM1ZmRlYWMwMWFmXkEyXkFqcGdeQXVyMTMxODk2OTU@.jpg
68646,movie,The Godfather,24-Mar-72,9.2,"Marlon Brando(Don Vito Corleone), Al Pacino(Michael Corleone), James Caan(Sonny Corleone), Richard S. Castellano(Clemenza), Robert Duvall(Tom Hagen)","0000008, 0000199, 0001001, 0144710, 0000380","Crime, Drama",175,"$6,000,000 (estimated)","$245,066,411","The Godfather ""Don"" Vito Corleone is the head of the Corleone mafia family in New York. He is at the event of his daughter's wedding. Michael, Vito's youngest son and a decorated WW II Marine is also present at the wedding. Michael seems to be uninterested in being a part of the family business. Vito is a powerful man, and is kind to all those who give him respect but is ruthless against those who do not. But when a powerful and treacherous rival wants to sell drugs and needs the Don's influence for the same, Vito refuses to do it. What follows is a clash between Vito's fading old values and the new ways which may cause Michael to do the thing he was most reluctant in doing and wage a mob war against all the other mafia families which could tear the Corleone family apart.",https://m.media-amazon.com/images/M/MV5BM2MyNjYxNmUtYTAwNi00MTYxLWJmNWYtYzZlODY3ZTk3OTFlXkEyXkFqcGdeQXVyNzkwMjQ5NzM@.jpg
468569,movie,The Dark Knight,18-Jul-08,9,"Christian Bale(Bruce Wayne), Heath Ledger(Joker), Aaron Eckhart(Harvey Dent), Michael Caine(Alfred), Maggie Gyllenhaal(Rachel)","0000288, 0005132, 0001173, 0000323, 0350454","Action, Crime, Drama, Thriller",152,"$185,000,000 (estimated)","$1,004,558,444, 19 Jul 2012","Set within a year after the events of Batman Begins (2005), Batman, Lieutenant James Gordon, and new District Attorney Harvey Dent successfully begin to round up the criminals that plague Gotham City, until a mysterious and sadistic criminal mastermind known only as ""The Joker"" appears in Gotham, creating a new wave of chaos. Batman's struggle against The Joker becomes deeply personal, forcing him to ""confront everything he believes"" and improve his technology to stop him. A love triangle develops between Bruce Wayne, Dent, and Rachel Dawes.",https://m.media-amazon.com/images/M/MV5BMTMxNTMwODM0NF5BMl5BanBnXkFtZTcwODAyMTk2Mw@@.jpg
71562,movie,The Godfather: Part II,02-May-20,9,"Al Pacino(Michael), Robert Duvall(Tom Hagen), Diane Keaton(Kay), Robert De Niro(Vito Corleone), John Cazale(Fredo Corleone)","0000199, 0000380, 0000473, 0000134, 0001030","Crime, Drama",202,"$13,000,000 (estimated)",NA,"The continuing saga of the Corleone crime family tells the story of a young Vito Corleone growing up in Sicily and in 1910s New York; and follows Michael Corleone in the 1950s as he attempts to expand the family business into Las Vegas, Hollywood and Cuba.",https://m.media-amazon.com/images/M/MV5BMWMwMGQzZTItY2JlNC00OWZiLWIyMDctNDk2ZDQ2YjRjMWQ0XkEyXkFqcGdeQXVyNzkwMjQ5NzM@.jpg
167260,movie,The Lord of the Rings: The Return of the King,06-Feb-04,8.9,"Noel Appleby(Everard Proudfoot), Ali Astin(Elanor Gamgee), Sean Astin(Sam), David Aston(Gondorian Soldier 3), John Bach(Madril)","0032370, 0040012, 0000276, 0040058, 0045324","Adventure, Drama, Fantasy",201,"$94,000,000 (estimated)","$1,119,929,521, 25 Nov 2011","The final confrontation between the forces of good and evil fighting for control of the future of Middle-earth. Frodo and Sam reach Mordor in their quest to destroy the One Ring, while Aragorn leads the forces of good against Sauron's evil army at the stone city of Minas Tirith.",https://m.media-amazon.com/images/M/MV5BNzA5ZDNlZWMtM2NhNS00NDJjLTk4NDItYTRmY2EwMWZlMTY3XkEyXkFqcGdeQXVyNzkwMjQ5NzM@.jpg
110912,movie,Pulp Fiction,10-Sep-94,8.9,"Tim Roth(Pumpkin), Amanda Plummer(Honey Bunny), Laura Lovelace(Waitress), John Travolta(Vincent Vega), Samuel L. Jackson(Jules Winnfield)","0000619, 0001625, 0522503, 0000237, 0000168","Crime, Drama",154,"$8,000,000 (estimated)","$213,928,762","Jules Winnfield (Samuel L. Jackson) and Vincent Vega (John Travolta) are two hit men who are out to retrieve a suitcase stolen from their employer, mob boss Marsellus Wallace (Ving Rhames). Wallace has also asked Vincent to take his wife Mia (Uma Thurman) out a few days later when Wallace himself will be out of town. Butch Coolidge (Bruce Willis) is an aging boxer who is paid by Wallace to lose his fight. The lives of these seemingly unrelated people are woven together comprising of a series of funny, bizarre and uncalled-for incidents.",https://m.media-amazon.com/images/M/MV5BNGNhMDIzZTUtNTBlZi00MTRlLWFjM2ItYzViMjE3YzI5MjljXkEyXkFqcGdeQXVyNzkwMjQ5NzM@.jpg
108052,movie,Schindler's List,15-Dec-93,8.9,"Liam Neeson(Oskar Schindler), Ben Kingsley(Itzhak Stern), Ralph Fiennes(Amon Goeth), Caroline Goodall(Emilie Schindler), Jonathan Sagall(Poldek Pfefferberg)","0000553, 0001426, 0000146, 0328751, 0755974","Biography, Drama, History",195,"$22,000,000 (estimated)","$221,000,000","Oskar Schindler is a vain and greedy German businessman who becomes an unlikely humanitarian amid the barbaric German Nazi reign when he feels compelled to turn his factory into a refuge for Jews. Based on the true story of Oskar Schindler who managed to save about 1100 Jews from being gassed at the Auschwitz concentration camp, it is a testament to the good in all of us.",https://m.media-amazon.com/images/M/MV5BNDE4OTMxMTctNmRhYy00NWE2LTg3YzItYTk3M2UwOTU5Njg4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@.jpg
50083,movie,12 Angry Men,10-Apr-57,8.9,"Martin Balsam(Juror 1), John Fiedler(Juror 2), Lee J. Cobb(Juror 3), E.G. Marshall(Juror 4), Jack Klugman(Juror 5)","0000842, 0275835, 0002011, 0550855, 0001430","Crime, Drama",96,"$350,000 (estimated)",NA,"The defense and the prosecution have rested and the jury is filing into the jury room to decide if a young man is guilty or innocent of murdering his father. What begins as an open-and-shut case of murder soon becomes a detective story that presents a succession of clues creating doubt, and a mini-drama of each of the jurors' prejudices and preconceptions about the trial, the accused, and each other. Based on the play, all of the action takes place on the stage of the jury room.",https://m.media-amazon.com/images/M/MV5BMWU4N2FjNzYtNTVkNC00NzQ0LTg0MjAtYTJlMjFhNGUxZDFmXkEyXkFqcGdeQXVyNjc1NTYyMjg@.jpg
1375666,movie,Inception,16-Jul-10,8.8,"Leonardo DiCaprio(Cobb), Joseph Gordon-Levitt(Arthur), Ellen Page(Ariadne), Tom Hardy(Eames), Ken Watanabe(Saito)","0000138, 0330687, 0680983, 0362766, 0913822","Action, Adventure, Sci-Fi, Thriller",148,"$160,000,000 (estimated)","$825,532,764, 06 Jan 2011","Dom Cobb is a skilled thief, the absolute best in the dangerous art of extraction, stealing valuable secrets from deep within the subconscious during the dream state, when the mind is at its most vulnerable. Cobb's rare ability has made him a coveted player in this treacherous new world of corporate espionage, but it has also made him an international fugitive and cost him everything he has ever loved. Now Cobb is being offered a chance at redemption. One last job could give him his life back but only if he can accomplish the impossible, inception. Instead of the perfect heist, Cobb and his team of specialists have to pull off the reverse: their task is not to steal an idea, but to plant one. If they succeed, it could be the perfect crime. But no amount of careful planning or expertise can prepare the team for the dangerous enemy that seems to predict their every move. An enemy that only Cobb could have seen coming.",https://m.media-amazon.com/images/M/MV5BMjAxMzY3NjcxNF5BMl5BanBnXkFtZTcwNTI5OTM0Mw@@.jpg
137523,movie,Fight Club,15-Oct-99,8.8,"Edward Norton(The Narrator), Brad Pitt(Tyler Durden), Meat Loaf(Robert 'Bob' Paulsen), Zach Grenier(Richard Chesler), Richmond Arquette(Intern)","0001570, 0000093, 0001533, 0340260, 0037118",Drama,139,"$63,000,000 (estimated)","$71,000,000","A nameless first person narrator (Edward Norton) attends support groups in attempt to subdue his emotional state and relieve his insomniac state. When he meets Marla (Helena Bonham Carter), another fake attendee of support groups, his life seems to become a little more bearable. However when he associates himself with Tyler (Brad Pitt) he is dragged into an underground fight club and soap making scheme. Together the two men spiral out of control and engage in competitive rivalry for love and power. When the narrator is exposed to the hidden agenda of Tyler's fight club, he must accept the awful truth that Tyler may not be who he says he is.",https://m.media-amazon.com/images/M/MV5BMmEzNTkxYjQtZTc0MC00YTVjLTg5ZTEtZWMwOWVlYzY0NWIwXkEyXkFqcGdeQXVyNzkwMjQ5NzM@.jpg
120737,movie,The Lord of the Rings: The Fellowship of the Ring,15-Mar-02,8.8,"Alan Howard(Voice of the Ring), Noel Appleby(Everard Proudfoot), Sean Astin(Sam), Sala Baker(Sauron), Sean Bean(Boromir)","0397102, 0032370, 0000276, 1019674, 0000293","Action, Adventure, Drama, Fantasy",178,"$93,000,000 (estimated)","$871,530,324, 25 Nov 2011","An ancient Ring thought lost for centuries has been found, and through a strange twist of fate has been given to a small Hobbit named Frodo. When Gandalf discovers the Ring is in fact the One Ring of the Dark Lord Sauron, Frodo must make an epic quest to the Cracks of Doom in order to destroy it. However, he does not go alone. He is joined by Gandalf, Legolas the elf, Gimli the Dwarf, Aragorn, Boromir, and his three Hobbit friends Merry, Pippin, and Samwise. Through mountains, snow, darkness, forests, rivers and plains, facing evil and danger at every corner the Fellowship of the Ring must go. Their quest to destroy the One Ring is the only hope for the end of the Dark Lords reign.",https://m.media-amazon.com/images/M/MV5BN2EyZjM3NzUtNWUzMi00MTgxLWI0NTctMzY4M2VlOTdjZWRiXkEyXkFqcGdeQXVyNDUzOTQ5MjY@.jpg
109830,movie,Forrest Gump,12-Sep-14,8.8,"Tom Hanks(Forrest Gump), Rebecca Williams(Nurse at Park Bench), Sally Field(Mrs. Gump), Michael Conner Humphreys(Young Forrest), Harold G. Herthum(Doctor)","0000158, 0931508, 0000398, 0402011, 0381041","Drama, Romance",142,"$55,000,000 (estimated)","$677,945,399","Forrest Gump is a simple man with a low I.Q. but good intentions. He is running through childhood with his best and only friend Jenny. His 'mama' teaches him the ways of life and leaves him to choose his destiny. Forrest joins the army for service in Vietnam, finding new friends called Dan and Bubba, he wins medals, creates a famous shrimp fishing fleet, inspires people to jog, starts a ping-pong craze, creates the smiley, writes bumper stickers and songs, donates to people and meets the president several times. However, this is all irrelevant to Forrest who can only think of his childhood sweetheart Jenny Curran, who has messed up her life. Although in the end all he wants to prove is that anyone can love anyone.",https://m.media-amazon.com/images/M/MV5BNWIwODRlZTUtY2U3ZS00Yzg1LWJhNzYtMmZiYmEyNmU1NjMzXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
60196,movie,"The Good, the Bad and the Ugly",23-Dec-66,8.8,"Eli Wallach(Tuco), Clint Eastwood(Blondie), Lee Van Cleef(Sentenza / Angel Eyes), Aldo Giuffrè(Alcoholic Union Captain), Luigi Pistilli(Father Pablo Ramirez)","0908919, 0000142, 0001812, 0321294, 0685559",Western,161,"$1,200,000 (estimated)",NA,"Blondie (The Good) (Clint Eastwood) is a professional gunslinger who is out trying to earn a few dollars. Angel Eyes (The Bad) (Lee Van Cleef) is a hitman who always commits to a task and sees it through, as long as he is paid to do so. And Tuco (The Ugly) (Eli Wallach) is a wanted outlaw trying to take care of his own hide. Tuco and Blondie share a partnership together making money off of Tuco's bounty, but when Blondie unties the partnership, Tuco tries to hunt down Blondie. When Blondie and Tuco come across a horse carriage loaded with dead bodies, they soon learn from the only survivor, Bill Carson (Antonio Casale), that he and a few other men have buried a stash of gold in a cemetery. Unfortunately, Carson dies and Tuco only finds out the name of the cemetery, while Blondie finds out the name on the grave. Now the two must keep each other alive in order to find the gold. Angel Eyes (who had been looking for Bill Carson) discovers that Tuco and Blondie met with Carson and knows they know the location of the gold. All he needs is for the two to lead him to it. Now The Good, the Bad and the Ugly must all battle it out to get their hands on two hundred thousand dollars worth of gold.",https://m.media-amazon.com/images/M/MV5BOTQ5NDI3MTI4MF5BMl5BanBnXkFtZTgwNDQ4ODE5MDE@.jpg
167261,movie,The Lord of the Rings: The Two Towers,28-Mar-03,8.7,"Bruce Allpress(Aldor), Sean Astin(Sam), John Bach(Madril), Sala Baker(Man Flesh Uruk), Cate Blanchett(Galadriel)","0021600, 0000276, 0045324, 1019674, 0000949","Adventure, Drama, Fantasy",179,"$94,000,000 (estimated)","$926,047,111, 25 Nov 2011","The continuing quest of Frodo and the Fellowship to destroy the One Ring. Frodo and Sam discover they are being followed by the mysterious Gollum. Aragorn, the Elf archer Legolas, and Gimli the Dwarf encounter the besieged Rohan kingdom, whose once great King Theoden has fallen under Saruman's deadly spell.",https://m.media-amazon.com/images/M/MV5BNGE5MzIyNTAtNWFlMC00NDA2LWJiMjItMjc4Yjg1OWM5NzhhXkEyXkFqcGdeQXVyNzkwMjQ5NzM@.jpg
133093,movie,The Matrix,31-Mar-99,8.7,"Keanu Reeves(Neo), Laurence Fishburne(Morpheus), Carrie-Anne Moss(Trinity), Hugo Weaving(Agent Smith), Gloria Foster(Oracle)","0000206, 0000401, 0005251, 0915989, 0287825","Action, Sci-Fi",136,"$63,000,000 (estimated)","$463,517,383","Thomas A. Anderson is a man living two lives. By day he is an average computer programmer and by night a hacker known as Neo. Neo has always questioned his reality, but the truth is far beyond his imagination. Neo finds himself targeted by the police when he is contacted by Morpheus, a legendary computer hacker branded a terrorist by the government. Morpheus awakens Neo to the real world, a ravaged wasteland where most of humanity have been captured by a race of machines that live off of the humans' body heat and electrochemical energy and who imprison their minds within an artificial reality known as the Matrix. As a rebel against the machines, Neo must return to the Matrix and confront the agents: super-powerful computer programs devoted to snuffing out Neo and the entire human rebellion.",https://m.media-amazon.com/images/M/MV5BNzQzOTk3OTAtNDQ0Zi00ZTVkLWI0MTEtMDllZjNkYzNjNTc4L2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@.jpg
99685,movie,Goodfellas,12-Sep-90,8.7,"Robert De Niro(James Conway), Ray Liotta(Henry Hill), Joe Pesci(Tommy DeVito), Lorraine Bracco(Karen Hill), Paul Sorvino(Paul Cicero)","0000134, 0000501, 0000582, 0000966, 0000649","Biography, Crime, Drama",146,"$25,000,000 (estimated)",NA,"Henry Hill might be a small time gangster, who may have taken part in a robbery with Jimmy Conway and Tommy De Vito, two other gangsters who might have set their sights a bit higher. His two partners could kill off everyone else involved in the robbery, and slowly start to think about climbing up through the hierarchy of the Mob. Henry, however, might be badly affected by his partners' success, but will he consider stooping low enough to bring about the downfall of Jimmy and Tommy?",https://m.media-amazon.com/images/M/MV5BY2NkZjEzMDgtN2RjYy00YzM1LWI4ZmQtMjIwYjFjNmI3ZGEwXkEyXkFqcGdeQXVyNzkwMjQ5NzM@.jpg
80684,movie,Star Wars: Episode V - The Empire Strikes Back,10-Dec-80,8.7,"Mark Hamill(Luke Skywalker), Harrison Ford(Han Solo), Carrie Fisher(Princess Leia), Billy Dee Williams(Lando Calrissian), Anthony Daniels(C-3PO)","0000434, 0000148, 0000402, 0001850, 0000355","Action, Adventure, Fantasy, Sci-Fi",124,"$18,000,000 (estimated)","$247,916,602","Luke Skywalker, Han Solo, Princess Leia and Chewbacca face attack by the Imperial forces and its AT-AT walkers on the ice planet Hoth. While Han and Leia escape in the Millennium Falcon, Luke travels to Dagobah in search of Yoda. Only with the Jedi Master's help will Luke survive when the Dark Side of the Force beckons him into the ultimate duel with Darth Vader.",https://m.media-amazon.com/images/M/MV5BYmU1NDRjNDgtMzhiMi00NjZmLTg5NGItZDNiZjU5NTU4OTE0XkEyXkFqcGdeQXVyNzkwMjQ5NzM@.jpg
73486,movie,One Flew Over the Cuckoo's Nest,19-Nov-75,8.7,"Jack Nicholson(R.P. McMurphy), Louise Fletcher(Nurse Ratched), Will Sampson(Chief Bromden), Michael Berryman(Ellis), Alonzo Brown(Miller)","0000197, 0001221, 0760225, 0077720, 0113000",Drama,133,"$4,400,000 (estimated)","$11,930,050","McMurphy has a criminal past and has once again gotten himself into trouble and is sentenced by the court. To escape labor duties in prison, McMurphy pleads insanity and is sent to a ward for the mentally unstable. Once here, McMurphy both endures and stands witness to the abuse and degradation of the oppressive Nurse Ratched, who gains superiority and power through the flaws of the other inmates. McMurphy and the other inmates band together to make a rebellious stance against the atrocious Nurse.",https://m.media-amazon.com/images/M/MV5BZjA0OWVhOTAtYWQxNi00YzNhLWI4ZjYtNjFjZTEyYjJlNDVlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
56058,movie,Harakiri,16-Sep-62,8.7,"Tatsuya Nakadai(Hanshiro Tsugumo), Akira Ishihama(Motome Chijiiwa), Shima Iwashita(Miho Tsugumo), Tetsurô Tanba(Hikokuro Omodaka), Masao Mishima(Tango Inaba)","0619938, 0410968, 0412615, 0848533, 0592756","Action, Drama, History",133,NA,NA,"Peace in 17th-century Japan causes the Shogunate's breakup of warrior clans, throwing thousands of samurai out of work and into poverty. An honorable end to such fate under the samurai code is ritual suicide, or hara-kiri (self-inflicted disembowelment). An elder warrior, Hanshiro Tsugumo (Tatsuya Nakadai) seeks admittance to the house of a feudal lord to commit the act. There, he learns of the fate of his son-in-law, a young samurai who sought work at the house but was instead barbarically forced to commit traditional hara-kiri in an excruciating manner with a dull bamboo blade. In flashbacks the samurai tells the tragic story of his son-in-law, and how he was forced to sell his real sword to support his sick wife and child. Tsugumo thus sets in motion a tense showdown of revenge against the house.",https://m.media-amazon.com/images/M/MV5BYjBmYTQ1NjItZWU5MS00YjI0LTg2OTYtYmFkN2JkMmNiNWVkXkEyXkFqcGdeQXVyMTMxMTY0OTQ@.jpg
6751668,movie,Parasite,31-Jan-20,8.6,"Kang-ho Song(Ki Taek), Sun-kyun Lee(Dong Ik), Yeo-jeong Jo(Yeon Kyo), Woo-sik Choi(Ki Woo), So-dam Park(Ki Jung)","0814280, 1310525, 1856097, 6079248, 6476224","Comedy, Drama, Thriller",132,NA,"$269,366,141","The Kims - mother and father Chung-sook and Ki-taek, and their young adult offspring, son Ki-woo and daughter Ki-jung - are a poor family living in a shabby and cramped half basement apartment in a busy lower working class commercial district of Seoul. Without even knowing it, they, especially Mr. and Mrs. Kim, literally smell of poverty. Often as a collective, they perpetrate minor scams to get by, and even when they have jobs, they do the minimum work required. Ki-woo is the one who has dreams of getting out of poverty by one day going to university. Despite not having that university education, Ki-woo is chosen by his university student friend Min, who is leaving to go to school, to take over his tutoring job to Park Da-hye, who Min plans to date once he returns to Seoul and she herself is in university. The Parks are a wealthy family who for four years have lived in their modernistic house designed by and the former residence of famed architect Namgoong. While Mr. and Mrs. Park are all about status, Mrs. Park has a flighty, simpleminded mentality and temperament, which Min tells Ki-woo to feel comfortable in lying to her about his education to get the job. In getting the job, Ki-woo further learns that Mrs. Park is looking for an art therapist for the Parks' adolescent son, Da-song, Ki-woo quickly recommending his professional art therapist friend ""Jessica"", really Ki-jung who he knows can pull off the scam in being the easiest liar of the four Kims. In Ki-woo also falling for Da-hye, he begins to envision himself in that house, and thus the Kims as a collective start a plan for all the Kims, like Ki-jung using assumed names, to replace existing servants in the Parks' employ in orchestrating reasons for them to be fired. The most difficult to get rid of may be Moon-gwang, the Parks' housekeeper who literally came with the house - she Namgoong's housekeeper when he lived there - and thus knows all the little nooks and crannies of it better than the Parks themselves. The question then becomes how far the Kims can take this scam in their quest to become their version of the Parks.",https://m.media-amazon.com/images/M/MV5BYWZjMjk3ZTItODQ2ZC00NTY5LWE0ZDYtZTI3MjcwN2Q5NTVkXkEyXkFqcGdeQXVyODk4OTc3MTY@.jpg
816692,movie,Interstellar,07-Nov-14,8.6,"Ellen Burstyn(Murph), Matthew McConaughey(Cooper), Mackenzie Foy(Murph), John Lithgow(Donald), Timothée Chalamet(Tom)","0000995, 0000190, 3237775, 0001475, 3154303","Adventure, Drama, Sci-Fi, Thriller",169,"$165,000,000 (estimated)","$675,020,017","Earth's future has been riddled by disasters, famines, and droughts. There is only one way to ensure mankind's survival: Interstellar travel. A newly discovered wormhole in the far reaches of our solar system allows a team of astronauts to go where no man has gone before, a planet that may have the right environment to sustain human life.",https://m.media-amazon.com/images/M/MV5BZjdkOTU3MDktN2IxOS00OGEyLWFmMjktY2FiMmZkNWIyODZiXkEyXkFqcGdeQXVyMTMxODk2OTU@.jpg
317248,movie,City of God,2007 (India,8.6,"Alexandre Rodrigues(Buscapé - Rocket), Leandro Firmino(Zé Pequeno - Li'l Zé), Phellipe Haagensen(Bené - Benny), Douglas Silva(Dadinho - Li'l Dice), Jonathan Haagensen(Cabeleira - Shaggy)","1179105, 1129884, 1249574, 1179683, 1178560","Crime, Drama",130,"$3,300,000 (estimated)","$32,059,295","Brazil, 1960s, City of God. The Tender Trio robs motels and gas trucks. Younger kids watch and learn well...too well. 1970s: Li'l Zé has prospered very well and owns the city. He causes violence and fear as he wipes out rival gangs without mercy. His best friend Bené is the only one to keep him on the good side of sanity. Rocket has watched these two gain power for years, and he wants no part of it. he keeps getting swept up in the madness. All he wants to do is take pictures. 1980s: Things are out of control between the last two remaining gangs...will it ever end? Welcome to the City of God.",https://m.media-amazon.com/images/M/MV5BNDJiNTEwMjMtOGQ1ZC00OTczLWFjZjctZWQ0MGJjZmFkMjcwXkEyXkFqcGdeQXVyNjU0OTQ0OTY@.jpg
245429,movie,Spirited Away,01-Mar-20,8.6,"Rumi Hiiragi(Chihiro Ogino / Sen), Miyu Irino(Haku), Mari Natsuki(Yubaba / Zeniba), Takashi Naitô(Akio Ogino), Yasuko Sawaguchi(Yûko Ogino)","0383708, 0997115, 0622412, 0619822, 0768005","Animation, Adventure, Family, Fantasy, Mystery",125,"$19,000,000 (estimated)","$274,925,095","Chihiro and her parents are moving to a small Japanese town in the countryside, much to Chihiro's dismay. On the way to their new home, Chihiro's father makes a wrong turn and drives down a lonely one-lane road which dead-ends in front of a tunnel. Her parents decide to stop the car and explore the area. They go through the tunnel and find an abandoned amusement park on the other side, with its own little town. When her parents see a restaurant with great-smelling food but no staff, they decide to eat and pay later. However, Chihiro refuses to eat and decides to explore the theme park a bit more. She meets a boy named Haku who tells her that Chihiro and her parents are in danger, and they must leave immediately. She runs to the restaurant and finds that her parents have turned into pigs. In addition, the theme park turns out to be a town inhabited by demons, spirits, and evil gods. At the center of the town is a bathhouse where these creatures go to relax. The owner of the bathhouse is the evil witch Yubaba, who is intent on keeping all trespassers as captive workers, including Chihiro. Chihiro must rely on Haku to save her parents in hopes of returning to their world.",https://m.media-amazon.com/images/M/MV5BMjlmZmI5MDctNDE2YS00YWE0LWE5ZWItZDBhYWQ0NTcxNWRhXkEyXkFqcGdeQXVyMTMxODk2OTU@.jpg
120815,movie,Saving Private Ryan,24-Jul-98,8.6,"Tom Hanks(Captain Miller), Tom Sizemore(Sergeant Horvath), Edward Burns(Private Reiben), Barry Pepper(Private Jackson), Adam Goldberg(Private Mellish)","0000158, 0001744, 0122653, 0001608, 0004965","Drama, War",169,"$70,000,000 (estimated)","$481,840,909, 15 Jun 2012","Opening with the Allied invasion of Normandy on 6 June 1944, members of the 2nd Ranger Battalion under Cpt. Miller fight ashore to secure a beachhead. Amidst the fighting, two brothers are killed in action. Earlier in New Guinea, a third brother is KIA. Their mother, Mrs. Ryan, is to receive all three of the grave telegrams on the same day. The United States Army Chief of Staff, George C. Marshall, is given an opportunity to alleviate some of her grief when he learns of a fourth brother, Private James Ryan, and decides to send out 8 men (Cpt. Miller and select members from 2nd Rangers) to find him and bring him back home to his mother...",https://m.media-amazon.com/images/M/MV5BZjhkMDM4MWItZTVjOC00ZDRhLThmYTAtM2I5NzBmNmNlMzI1XkEyXkFqcGdeQXVyNDYyMDk5MTU@.jpg
120689,movie,The Green Mile,31-Dec-19,8.6,"Tom Hanks(Paul Edgecomb), David Morse(Brutus 'Brutal' Howell), Bonnie Hunt(Jan Edgecomb), Michael Clarke Duncan(John Coffey), James Cromwell(Warden Hal Moores)","0000158, 0001556, 0001372, 0003817, 0000342","Crime, Drama, Fantasy, Mystery",189,"$60,000,000 (estimated)","$286,801,374","Death Row guards at a penitentiary, in the 1930's, have a moral dilemma with their job when they discover one of their prisoners, a convicted murderer, has a special gift.",https://m.media-amazon.com/images/M/MV5BMTUxMzQyNjA5MF5BMl5BanBnXkFtZTYwOTU2NTY3.jpg
118799,movie,Life Is Beautiful,18-Sep-00,8.6,"Roberto Benigni(Guido), Nicoletta Braschi(Dora), Giorgio Cantarini(Giosué), Giustino Durano(Zio), Sergio Bini Bustric(Ferruccio)","0000905, 0000971, 0134493, 0243842, 0082979","Comedy, Drama, Romance, War",116,"$20,000,000 (estimated)","$229,163,264, 30 Jun 2012","In 1930s Italy, a carefree Jewish book keeper named Guido starts a fairy tale life by courting and marrying a lovely woman from a nearby city. Guido and his wife have a son and live happily together until the occupation of Italy by German forces. In an attempt to hold his family together and help his son survive the horrors of a Jewish Concentration Camp, Guido imagines that the Holocaust is a game and that the grand prize for winning is a tank.",https://m.media-amazon.com/images/M/MV5BYmJmM2Q4NmMtYThmNC00ZjRlLWEyZmItZTIwOTBlZDQ3NTQ1XkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
114369,movie,Se7en,22-Sep-95,8.6,"Morgan Freeman(Somerset), Andrew Kevin Walker(Dead Man at 1st Crime Scene), Daniel Zacapa(Detective Taylor at First Murder), Brad Pitt(Mills), Gwyneth Paltrow(Tracy)","0000151, 0001825, 0669254, 0000093, 0000569","Crime, Drama, Mystery, Thriller",127,"$33,000,000 (estimated)","$327,311,859","A film about two homicide detectives' (Morgan Freeman and Brad Pitt) desperate hunt for a serial killer who justifies his crimes as absolution for the world's ignorance of the Seven Deadly Sins. The movie takes us from the tortured remains of one victim to the next as the sociopathic ""John Doe"" (Kevin Spacey) sermonizes to Detectives Somerset and Mills -- one sin at a time. The sin of Gluttony comes first and the murderer's terrible capacity is graphically demonstrated in the dark and subdued tones characteristic of film noir. The seasoned and cultured but jaded Somerset researches the Seven Deadly Sins in an effort to understand the killer's modus operandi while the bright but green and impulsive Detective Mills (Pitt) scoffs at his efforts to get inside the mind of a killer...",https://m.media-amazon.com/images/M/MV5BOTUwODM5MTctZjczMi00OTk4LTg3NWUtNmVhMTAzNTNjYjcyXkEyXkFqcGdeQXVyNjU0OTQ0OTY@.jpg
