id,kind,title,release,rating,cast,cast_id,genres,duration,budget,worldwide_gross,summary,cover_url
1069238,movie,Departures,13-Sep-08,8.1,"Masahiro Motoki(Daigo Kobayashi), Tsutomu Yamazaki(Ikuei Sasaki), Ryôko Hirosue(Mika Kobayashi), Kazuko Yoshiyuki(Tsuyako Yamashita), Kimiko Yo(Yuriko Uemura)","0609403, 0945734, 0386414, 0949097, 0948263","Drama, Music",130,NA,"$69,932,387","Daigo Kobayashi is a devoted cellist in an orchestra that has just been dissolved and now finds himself without a job. Daigo decides to move back to his old hometown with his wife to look for work and start over. He answers a classified ad entitled ""Departures"" thinking it is an advertisement for a travel agency only to discover that the job is actually for a ""Nokanshi"" or ""encoffineer,"" a funeral professional who prepares deceased bodies for burial and entry into the next life. While his wife and others despise the job, Daigo takes a certain pride in his work and begins to perfect the art of ""Nokanshi,"" acting as a gentle gatekeeper between life and death, between the departed and the family of the departed. The film follows his profound and sometimes comical journey with death as he uncovers the wonder, joy and meaning of life and living.",https://m.media-amazon.com/images/M/MV5BOTY1MTZhZDMtNTg0OC00YjFjLTgzNDEtYTU0M2M3OTNhNWMxXkEyXkFqcGdeQXVyMjgyNjk3MzE@.jpg
1028532,movie,Hachi: A Dog's Tale,04-Oct-17,8.1,"Richard Gere(Parker Wilson), Joan Allen(Cate Wilson), Cary-Hiroyuki Tagawa(Ken), Sarah Roemer(Andy), Jason Alexander(Carl)","0000152, 0000260, 0846480, 2105255, 0004517","Drama, Family",93,"$16,000,000 (estimated)","$47,707,417","Commuting by train, music professor Parker Wilson finds an Akita puppy, whose cage broke unnoticed during shipping, leaving his destination unknown, and since the station can't care for it and the dog catcher warns even such cute ones may not be adopted in the two weeks allowed, he kindly takes it home. His bossy, jealous wife Cate initially makes Parker swear it won't stay, but by the time its' clear nobody will claim him and an adoption candidate is found, she agrees to keep the dog, who won over their daughter Andy and her fiance Michael at first sight. Parker's Japanese college friend Ken inspires naming the pup Hachi(ko), and is pleasantly surprised when Parker successfully tackles the challenge to get it to fetch, which Akitas don't usually do. Hachi makes a habit of waiting for his equally doting master at the station every evening, but after a cardiac crisis, Parker dies. Hachi refuses to accept this, being moved to Michael's home as Cate moves out, waiting for a master who can never come home again, by now collectively adopted by sympathizing town-folk. The story is told in flashbacks as class assignment 'my hero' by Michael's teen son Robbie, who also gets an Akita puppy.",https://m.media-amazon.com/images/M/MV5BNzE4NDg5OWMtMzg3NC00ZDRjLTllMDMtZTRjNWZmNjBmMGZlXkEyXkFqcGdeQXVyMTMxODk2OTU@.jpg
978762,movie,Mary and Max,09-Apr-09,8.1,"Christopher Massey(911 Operator / Ambulance Voice / Derisive Observer), Oliver Marks(Alleyway Bully One), Daisy Kocher(Alleyway Bully Two / Bird Injury Girl / Bus Stop Girl / Katherine Ramsay), Daniel Marks(Alleyway Bully Three), Hamish Hughes(Animals / Mad Jury Member / Opera Singer Two)","1814260, 8784422, 8784423, 10928013, 0400635","Animation, Comedy, Drama, Family",92,"AUD8,240,000 (estimated)","$1,739,445","In the mid-1970's, a homely, friendless Australian girl of 8 picks a name out of a Manhattan phone book and writes to him; she includes a chocolate bar. She's Mary Dinkle, the only child of an alcoholic mother and a distracted father. He's Max Horowitz, an overweight man with Asperger's, living alone in New York. He writes back, with chocolate. Thus begins a 20-year correspondence, interrupted by a stay in an asylum and a few misunderstandings. Mary falls in love with a neighbor, saves money to have a birthmark removed and deals with loss. Max has a friendship with a neighbor, tries to control his weight, and finally gets the dream job. Will the two ever meet face to face?",https://m.media-amazon.com/images/M/MV5BMDgzYjQwMDMtNGUzYi00MTRmLWIyMGMtNjE1OGZkNzY2YWIzL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@.jpg
892769,movie,How to Train Your Dragon,16-Apr-10,8.1,"Jay Baruchel(Hiccup), Gerard Butler(Stoick), Craig Ferguson(Gobber), America Ferrera(Astrid), Jonah Hill(Snotlout)","0059431, 0124930, 0272401, 1065229, 1706767","Animation, Action, Adventure, Family, Fantasy",98,"$165,000,000 (estimated)","$494,878,759, 22 Jul 2010","Long ago up North on the Island of Berk, the young Viking, Hiccup, wants to join his town's fight against the dragons that continually raid their town. However, his macho father and village leader, Stoik the Vast, will not allow his small, clumsy, but inventive son to do so. Regardless, Hiccup ventures out into battle and downs a mysterious Night Fury dragon with his invention, but can't bring himself to kill it. Instead, Hiccup and the dragon, whom he dubs Toothless, begin a friendship that would open up both their worlds as the observant boy learns that his people have misjudged the species. But even as the two each take flight in their own way, they find that they must fight the destructive ignorance plaguing their world.",https://m.media-amazon.com/images/M/MV5BMjA5NDQyMjc2NF5BMl5BanBnXkFtZTcwMjg5ODcyMw@@.jpg
861739,movie,Elite Squad,12-Oct-07,8.1,"Wagner Moura(Capitão Nascimento), André Ramiro(Aspirante Matias), Caio Junqueira(Neto), Milhem Cortaz(Capitão Fábio), Fernanda Machado(Maria)","0609944, 2386123, 0432753, 1141101, 1701859","Action, Crime, Drama, Thriller",115,"$4,000,000 (estimated)","$14,067,078, 22 Jun 2012","In 1997, before the visit of the pope to Rio de Janeiro, Captain Nascimento from BOPE (Special Police Operation Battalion) is assigned to eliminate the risks of the drug dealers in a dangerous slum nearby where the pope intends to be lodged. Captain Nascimento is trying to find a man to replace him because his wife is pregnant and he intends to quit the command and become a trainer of the new recruits. Meanwhile, the two idealistic friends Neto and Matias join the Military Police force expecting to become honest policemen and fight the criminals. However, they see only corruption, lack of competence and stupid bureaucracy in the Military Police, and after a serious incident in the Morro da Babilônia, they decide to join the BOPE. The lives of Capitain Nascimento, Neto and Matias are entwined along the next months, first in the tough training period and then in action against drug dealers. Nascimento believes that Neto could be his substitute, but his impulsive attitudes jeopardizes his choice. Later, the intelligent Matias seems to be the correct choice, but he needs to prove that he has heart.",https://m.media-amazon.com/images/M/MV5BMGJjN2M1ZGMtNjg3ZC00MTA1LWEyZDItMjIzZTRlYzgzODRkXkEyXkFqcGdeQXVyMTMxODk2OTU@.jpg
758758,movie,Into the Wild,31-Jul-18,8.1,"Emile Hirsch(Chris McCandless), Marcia Gay Harden(Billie McCandless), William Hurt(Walt McCandless), Jena Malone(Carine McCandless / Additional Narrator), Brian H. Dierker(Rainey)","0386472, 0001315, 0000458, 0540441, 1619626","Adventure, Biography, Drama",148,"$15,000,000 (estimated)","$56,255,142, 27 Mar 2008","Based on a true story. After graduating from Emory University, Christopher McCandless abandoned his possessions, gave his entire savings account to charity, and hitchhiked to Alaska to live in the wilderness. Along the way, Christopher encounters a series of characters who shape his life.",https://m.media-amazon.com/images/M/MV5BMTAwNDEyODU1MjheQTJeQWpwZ15BbWU2MDc3NDQwNw@@.jpg
477348,movie,No Country for Old Men,18-Jan-08,8.1,"Tommy Lee Jones(Ed Tom Bell), Javier Bardem(Anton Chigurh), Josh Brolin(Llewelyn Moss), Woody Harrelson(Carson Wells), Kelly Macdonald(Carla Jean Moss)","0000169, 0000849, 0000982, 0000437, 0531808","Crime, Drama, Thriller",122,"$25,000,000 (estimated)","$171,627,166","In rural Texas, welder and hunter Llewelyn Moss (Josh Brolin) discovers the remains of several drug runners who have all killed each other in an exchange gone violently wrong. Rather than report the discovery to the police, Moss decides to simply take the two million dollars present for himself. This puts the psychopathic killer, Anton Chigurh (Javier Bardem), on his trail as he dispassionately murders nearly every rival, bystander and even employer in his pursuit of his quarry and the money. As Moss desperately attempts to keep one step ahead, the blood from this hunt begins to flow behind him with relentlessly growing intensity as Chigurh closes in. Meanwhile, the laconic Sheriff Ed Tom Bell (Tommy Lee Jones) blithely oversees the investigation even as he struggles to face the sheer enormity of the crimes he is attempting to thwart.",https://m.media-amazon.com/images/M/MV5BMjA5Njk3MjM4OV5BMl5BanBnXkFtZTcwMTc5MTE1MQ@@.jpg
456144,movie,"Carry On, Munna Bhai",01-Sep-06,8.1,"Sanjay Dutt(Murliprasad 'Munna Bhai' Sharma), Arshad Warsi(Sarkeshwar 'Circuit'), Vidya Balan(Jhanvi), Boman Irani(Lakhbir 'Lucky' Singh), Dilip Prabhavalkar(Mahatma Gandhi)","0004569, 0451174, 1799038, 1224082, 1242068","Comedy, Drama, Romance",144,"INR120,000,000 (estimated)","$31,517,561","A hilarious underworld gangster known as Munna Bhai falls comically in love with a radio host by the name of Jahnvi, who runs an elders' home, which is taken over by an unscrupulous builder, who gets the residents kicked out ironically with the help of Munna's sidekick, Circuit, while Munna is busy romancing Jahnvi elsewhere. Munna, who is now masquerading as a Professor specializing in the life of Mahatma Gandhi, must now battle his very own forces and the builder - but he has one ally on his side - none other than the great man - Mahatma Gandhi himself. Only trouble is that Munna may have problems convincing everyone about this presence - as he is apparently is the only one who can see and hear him.",https://m.media-amazon.com/images/M/MV5BN2ZmMDMwODgtMzA5MS00MGU0LWEyYTgtYzQ5MmQzMzU2NTVkXkEyXkFqcGdeQXVyODE5NzE3OTE@.jpg
405159,movie,Million Dollar Baby,11-Mar-05,8.1,"Clint Eastwood(Frankie Dunn), Hilary Swank(Maggie Fitzgerald), Morgan Freeman(Eddie Scrap-Iron Dupris), Jay Baruchel(Danger Barch), Mike Colter(Big Willie Little)","0000142, 0005476, 0000151, 0059431, 1591496","Drama, Sport",132,"$30,000,000 (estimated)","$216,763,646","Wanting to learn from the best, aspiring boxer Maggie Fitzgerald (Hilary Swank) wants Frankie Dunn (Clint Eastwood) to train her. At the outset, he flatly refuses saying he has no interest in training a girl. Frankie leads a lonely existence, alienated from his only daughter and having few friends. Maggie's rough around the edges, but shows a lot of grit in the ring and he eventually relents. Maggie not only proves to be the boxer he always dreamed of having under his wing, but a friend who fills the great void he's had in his life. Maggie's career skyrockets, but an accident in the ring leads her to ask Frankie for one last favor.",https://m.media-amazon.com/images/M/MV5BMTkxNzA1NDQxOV5BMl5BanBnXkFtZTcwNTkyMTIzMw@@.jpg
395169,movie,Hotel Rwanda,20-Jan-05,8.1,"Xolani Mali(Policeman), Don Cheadle(Paul Rusesabagina), Desmond Dube(Dube), Hakeem Kae-Kazim(George Rutaganda), Tony Kgoroge(Gregoire)","1796730, 0000332, 0239221, 0434444, 0450961","Biography, Drama, History, War",121,"$17,500,000 (estimated)","$36,532,987","1994. In Rwanda, the classification of the native population into Hutus and Tutsis, arbitrarily done by the colonial Belgians, is now ingrained within Rwandan mentality despite the Rwandan independence. Despite the Belgians having placed the Tutsis in a higher position during the Belgian rule, they have placed the majority Hutus in power after independence. Paul Rusesabagina, a Hutu married to a Tutsi, Tatiana Rusesabagina, is the House Manager of the Hotel Des Milles Collines in Kigali. The Milles Collines, owned by Sabena (the national airline of Belgium), is a four-star hotel catering primarily to wealthy white westerners. Paul, who knows how to work the system to run the hotel effectively for its guests and for Sabena, is proud that most of the Caucasians who he meets in this professional capacity treat him with respect. After a specific incident, the relative calm between the Tutsi guerrillas and government-backed Hutu militia takes a turn. Paul's thought that the native population as a whole who are not directly involved in the conflict will be protected as the UN peacekeeping forces and thus the world is watching doesn't happen as the western world largely evacuates from Rwanda and abandons the natives. Such begins what will become a genocide of the Tutsi population. Paul, who is able to get his immediate family to the hotel which is still largely seen as a place of sanctuary, will have to use the considerable skills he has used to run the hotel as well as he has instead to keep himself, his family and any others taking refuge at the hotel alive, whether they be Hutu or Tutsi. Meanwhile, Colonel Oliver, a Canadian heading the UN peacekeeping forces, and Pat Archer with the Red Cross do what they can to assist Paul and to get people to safety first to the hotel then out of the country, while field journalists, like photographer Jack Daglish, try to bring the genocide back into the global media to have the world once again care about what is going on.",https://m.media-amazon.com/images/M/MV5BZGJjYmIzZmQtNWE4Yy00ZGVmLWJkZGEtMzUzNmQ4ZWFlMjRhXkEyXkFqcGdeQXVyMTMxODk2OTU@.jpg
386064,movie,Tae Guk Gi: The Brotherhood of War,06-Feb-04,8.1,"Dong-Gun Jang(Jin-tae Lee), Won Bin(Jin-seok Lee), Eun-ju Lee(Young-shin Kim), Hyeong-jin Kong(Yong-man), Yeong-ran Lee(Mother Lee)","0417520, 1047193, 0497249, 1045837, 1208172","Action, Drama, War",140,"$12,800,000 (estimated)","$76,287,982","In 1950, in South Korea, shoe-shiner Jin-tae Lee and his 18-year-old old student brother, Jin-seok Lee, form a poor but happy family with their mother, Jin-tae's fiancé Young-shin Kim, and her young sisters. Jin-tae and his mother are tough workers, who sacrifice themselves to send Jin-seok to the university. When North Korea invades the South, the family escapes to a relative's house in the country, but along their journey, Jin-seok is forced to join the army to fight in the front, and Jin-tae enlists too to protect his young brother. The commander promises Jin-tae that if he gets a medal he would release his brother, and Jin-tae becomes the braver soldier in the company. Along the bloody war between brothers, the relationship of Jin-seok with his older brother deteriorates leading to a dramatic and tragic end.",https://m.media-amazon.com/images/M/MV5BNjAxZTEzNzQtYjdlNy00ZTJmLTkwZDUtOTAwNTM3YjI2MWUyL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@.jpg
374887,movie,Munna Bhai M.B.B.S.,19-Dec-03,8.1,"Sanjay Dutt(Murli Prasad 'Munna Bhai' Sharma), Arshad Warsi(Circuit), Gracy Singh(Dr. Suman Asthana), Sunil Dutt(Shri Hari Prasad Sharma), Boman Irani(Dr. J. C. Asthana)","0004569, 0451174, 0961737, 0004570, 1224082","Comedy, Drama, Musical",156,NA,"$29,399,023","In India gangsters are called Bhai (brothers). One such Bhai is Munna, who is feared by everyone in Mumbai, a big city in India. He cons his village-based parents into believing that he is a doctor. He gets a shock when he finds out that they are coming to verify for themselves. So he transforms a rooming shanty house into a makeshift hospital, populated by patients, people he beats up. His parents arrive, are pleased, and happy that their son is well settled. They would like him to get married to a doctor's daughter. The marriage is arranged, but before the engagement, the bride's father finds out the truth about Munna, and cancels the marriage. Munna's humiliated parents see the truth for themselves, and hurt, they return home, leaving Munna with a strong desire to hurt the doctor - and force him to let his daughter get married to him - even if it means getting admitted in the medical college - with forged documents!!!",https://m.media-amazon.com/images/M/MV5BMzQ4MTBlYTQtMzJkYS00OGNjLTk1MWYtNzQ0OTQ0OWEyOWU1XkEyXkFqcGdeQXVyNDgyODgxNjE@.jpg
353969,movie,Memories of Murder,02-May-03,8.1,"Kang-ho Song(Detective Park Doo-man), Sang-kyung Kim(Detective Seo Tae-yoon), Roe-ha Kim(Detective Cho Yong-koo), Jae-ho Song(Sergeant Shin Dong-chul), Hee-Bong Byun(Sergeant Koo Hee-bong)","0814280, 1235292, 1323287, 1138201, 1322404","Action, Crime, Drama, Mystery, Thriller",131,"$2,800,000 (estimated)",NA,"In 1986, in the province of Gyunggi, in South Korea, a second young and beautiful woman is found dead, raped and tied and gagged with her underwear. Detective Park Doo-Man and Detective Cho Yong-koo, two brutal and stupid local detectives without any technique, investigate the murder using brutality and torturing the suspects, without any practical result. The Detective Seo Tae-Yoon from Seoul comes to the country to help the investigations and is convinced that a serial-killer is killing the women. When a third woman is found dead in the same ""modus-operandi"", the detectives find leads of the assassin.",https://m.media-amazon.com/images/M/MV5BMzhlNGJhYzUtZTNiMi00MjI0LWFjN2MtOTVlN2IxODVkZWVkXkEyXkFqcGdeQXVyMTMxODk2OTU@.jpg
292490,movie,Dil Chahta Hai,10-Aug-01,8.1,"Aamir Khan(Akash Malhotra), Saif Ali Khan(Sameer), Akshaye Khanna(Siddharth Sinha), Preity Zinta(Shalini), Sonali Kulkarni(Pooja)","0451148, 0451307, 0451379, 0006689, 0006764","Comedy, Drama, Romance",183,"INR140,000,000 (estimated)",NA,"Three young men Akash, Sameer, and Siddharth are close friends, but their tastes and characters are completely incompatible. So when Siddharth falls in love with a much older woman, Tara, a woman who has been unsuccessful in keeping her marriage intact as well as alcohol-dependent, widens the rift between the trio, forcing them to part company. Years later, the trio will be re-united, they will be much mature and understanding, but will they still accept Siddharth love for Tara, especially when they themselves have fallen in love with women around their respective ages?",https://m.media-amazon.com/images/M/MV5BMjRjMTYwMTYtMmRkNi00MmVkLWE0MjQtNmM3YjI0NWFhZDNmXkEyXkFqcGdeQXVyODE5NzE3OTE@.jpg
266697,movie,Kill Bill: Vol. 1,10-Oct-03,8.1,"Uma Thurman(The Bride), Lucy Liu(O-Ren Ishii), Vivica A. Fox(Vernita Green), Daryl Hannah(Elle Driver), David Carradine(Bill)","0000235, 0005154, 0000407, 0000435, 0001016","Action, Crime, Thriller",111,"$30,000,000 (estimated)","$180,949,045, 28 May 2012","The lead character, called 'The Bride,' was a member of the Deadly Viper Assassination Squad, led by her lover 'Bill.' Upon realizing she was pregnant with Bill's child, 'The Bride' decided to escape her life as a killer. She fled to Texas, met a young man, who, on the day of their wedding rehearsal was gunned down by an angry and jealous Bill (with the assistance of the Deadly Viper Assassination Squad). Four years later, 'The Bride' wakes from a coma, and discovers her baby is gone. She, then, decides to seek revenge upon the five people who destroyed her life and killed her baby. The saga of Kill Bill Volume I begins.",https://m.media-amazon.com/images/M/MV5BNzM3NDFhYTAtYmU5Mi00NGRmLTljYjgtMDkyODQ4MjNkMGY2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@.jpg
266543,movie,Finding Nemo,24-Oct-03,8.1,"Albert Brooks(Marlin), Ellen DeGeneres(Dory), Alexander Gould(Nemo), Willem Dafoe(Gill), Brad Garrett(Bloat)","0000983, 0001122, 1071252, 0000353, 0004951","Animation, Adventure, Comedy, Family",100,"$94,000,000 (estimated)","$936,743,261","A clown fish named Marlin lives in the Great Barrier Reef and loses his son, Nemo, after he ventures into the open sea, despite his father's constant warnings about many of the ocean's dangers. Nemo is abducted by a boat and netted up and sent to a dentist's office in Sydney. While Marlin ventures off to try to retrieve Nemo, Marlin meets a fish named Dory, a blue tang suffering from short-term memory loss. The companions travel a great distance, encountering various dangerous sea creatures such as sharks, anglerfish and jellyfish, in order to rescue Nemo from the dentist's office, which is situated by Sydney Harbour. While the two are searching the ocean far and wide, Nemo and the other sea animals in the dentist's fish tank plot a way to return to the sea to live their lives free again.",https://m.media-amazon.com/images/M/MV5BZTAzNWZlNmUtZDEzYi00ZjA5LWIwYjEtZGM1NWE1MjE4YWRhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@.jpg
264464,movie,Catch Me If You Can,30-Apr-20,8.1,"Leonardo DiCaprio(Frank Abagnale Jr.), Tom Hanks(Carl Hanratty), Christopher Walken(Frank Abagnale), Martin Sheen(Roger Strong), Nathalie Baye(Paula Abagnale)","0000138, 0000158, 0000686, 0000640, 0000882","Biography, Crime, Drama",141,"$52,000,000 (estimated)","$352,114,312","New Rochelle, the 1960s. High schooler Frank Abagnale Jr. idolizes his father, who's in trouble with the IRS. When his parents separate, Frank runs away to Manhattan with $25 in his checking account, vowing to regain dad's losses and get his parents back together. Just a few years later, the FBI tracks him down in France; he's extradited, tried, and jailed for passing more than $4,000,000 in bad checks. Along the way, he's posed as a Pan Am pilot, a pediatrician, and an attorney. And, from nearly the beginning of this life of crime, he's been pursued by a dour FBI agent, Carl Hanratty. What starts as cat and mouse becomes something akin to father and son.",https://m.media-amazon.com/images/M/MV5BMTY5MzYzNjc5NV5BMl5BanBnXkFtZTYwNTUyNTc2.jpg
245712,movie,Amores Perros,16-Jun-00,8.1,"Emilio Echevarría(El Chivo), Gael García Bernal(Octavio), Goya Toledo(Valeria), Álvaro Guerrero(Daniel), Vanessa Bauche(Susana)","0248408, 0305558, 0865949, 0346270, 0061639","Drama, Thriller",154,"$2,000,000 (estimated)",NA,"On the brink of the new Millennium in the bustling City of Mexico, one horrible car accident intertwines inextricably the lives of three perfect strangers. Octavio, a rebellious adolescent who is secretly in love with his sister-in-law, dreams of escaping his miserable life, and for this reason, he enters reluctantly the obscure world of dog fighting with his lethal dog Cofi. And then unexpectedly, Valeria, a stunning woman and famous supermodel, will cross paths with Octavio, while in the meantime, her pampered little dog Richie manages to vanish into thin air in the confined space of her apartment. Lastly, Chivo, an ex-guerrilla vagabond, after abandoning his little daughter, unable to make up for lost time, he channels his love to the city's strays and a mortally wounded Rottweiler. In the end, even though all the weary characters, men and beasts, wish for a bright future, in this life-changing journey in the pursuit of love, sometimes infidelity, sin and death can get in the way.",https://m.media-amazon.com/images/M/MV5BMWJhOTg5MWQtYTJjMi00YmFkLTg4ODgtYmU2YWVhODQ4ZDM3XkEyXkFqcGdeQXVyMTAwMzUyOTc@.jpg
169858,movie,Neon Genesis Evangelion: The End of Evangelion,2005 (Germa,8.1,"Megumi Ogata(Shinji Ikari), Megumi Hayashibara(Rei Ayanami / Yui Ikari), Yûko Miyamura(Asuka Langley Sôryû), Kotono Mitsuishi(Misato Katsuragi), Yuriko Yamaguchi(Ritsuko Akagi)","0644527, 0370677, 0594436, 0594074, 0945372","Animation, Action, Drama, Fantasy, Sci-Fi",87,NA,NA,"After the defeat of the final Angel, Shinji Ikari falls into a deep depression. When SEELE orders the JSSDF to make a surprise attack on NERV's headquarters, Gendo Ikari retreats down into Terminal Dogma along with Rei Ayanami, where he begins to advance his own plans for the Human Instrumentality Project. Eventually, Shinji is pushed to the limits of his sanity as he is forced to decide the fate of humanity.",https://m.media-amazon.com/images/M/MV5BZjJhMThkNTQtNjkxNy00MDdjLTg4MWQtMTI2MmQ3MDVmODUzXkEyXkFqcGdeQXVyMTAwOTA3NzY3.jpg
169102,movie,Lagaan: Once Upon a Time in India,15-Jun-01,8.1,"Aamir Khan(Bhuvan), Gracy Singh(Gauri), Rachel Shelley(Elizabeth Russell), Paul Blackthorne(Captain Andrew Russell), Suhasini Mulay(Yashodamai)","0451148, 0961737, 0791226, 0085860, 0611663","Adventure, Drama, Musical, Sport",224,"$6,000,000 (estimated)",NA,"This is the story about the resilience shown by the Indians when they were under the British Rule. They are already taxed to the bone by the British and their cronies, but when Jack Russell announces that he will double the Lagaan (tax) from all villagers, they decide to oppose it. Leading the villagers is a handsome young man named Bhuvan, who challenges them to a game of cricket, a game that is to be played by veteran British cricket players, versus villagers, including Bhuvan himself, who have never played this game before, and do not even know a bat from a piece of wood. As the challenge is accepted, the interest grows and attracts Indians from all over the region, as well as the British from all over the country - as everyone gathers to see the 'fair play' that the British will display against their counter-parts, who are aided by none other than the sister, Elizabeth, of Captain Rusell.",https://m.media-amazon.com/images/M/MV5BNDYxNWUzZmYtOGQxMC00MTdkLTkxOTctYzkyOGIwNWQxZjhmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@.jpg
167404,movie,The Sixth Sense,21-May-19,8.1,"Bruce Willis(Malcolm Crowe), Haley Joel Osment(Cole Sear), Toni Collette(Lynn Sear), Olivia Williams(Anna Crowe), Trevor Morgan(Tommy Tammisimo)","0000246, 0005286, 0001057, 0931404, 0605080","Drama, Mystery, Thriller",107,"$40,000,000 (estimated)","$672,806,292","Malcom Crowe (Bruce Willis) is a child psychologist who receives an award on the same night that he is visited by a very unhappy ex-patient. After this encounter, Crowe takes on the task of curing a young boy with the same ills as the ex-patient (Donnie Wahlberg) . This boy ""sees dead people"". Crowe spends a lot of time with the boy much to the dismay of his wife (Olivia Williams). Cole's mom (Toni Collette) is at her wit's end with what to do about her son's increasing problems. Crowe is the boy's only hope.",https://m.media-amazon.com/images/M/MV5BMWM4NTFhYjctNzUyNi00NGMwLTk3NTYtMDIyNTZmMzRlYmQyXkEyXkFqcGdeQXVyMTAwMzUyOTc@.jpg
120731,movie,The Legend of 1900,28-Oct-98,8.1,"Tim Roth(Novecento), Pruitt Taylor Vince(Max), Mélanie Thierry(La ragazza), Bill Nunn(Danny), Clarence Williams III('Jelly Roll' Morton)","0000619, 0898546, 0858048, 0638056, 0929934","Drama, Music, Romance",169,"$9,000,000 (estimated)",NA,"1900. Danny Boodmann, a stoker on an American passenger liner, Virginian, finds a baby abandoned on the ship. He names the child Danny Boodmann T.D. Lemon Nineteen Hundred '1900' and raises the child as his own until his death in an accident on the ship. The child never leaves the ship and turns out to be a musical genius, especially when it comes to playing the piano. As an adult he befriends a trumpet player in the ship's band, Max Tooney. After several years on the ship Max leaves, and tells the story of 1900 to the owner of a music store.",https://m.media-amazon.com/images/M/MV5BMzIwOTdmNjQtOWQ1ZS00ZWQ4LWIxYTMtOWFkM2NjODJiMGY4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTI4MjkwNjA@.jpg
120382,movie,The Truman Show,14-Nov-98,8.1,"Jim Carrey(Truman Burbank), Laura Linney(Meryl Burbank / Hannah Gill), Noah Emmerich(Marlon), Natascha McElhone(Lauren / Sylvia), Holland Taylor(Truman's Mother)","0000120, 0001473, 0001187, 0001523, 0852466","Comedy, Drama, Sci-Fi",103,"$60,000,000 (estimated)","$264,118,201","Since birth, a big fat lie defines the well-organised but humdrum life of the kind-hearted insurance salesman and ambitious explorer, Truman Burbank. Utterly unaware of the thousands of cleverly hidden cameras watching his every move, for nearly three decades, Truman's entire existence pivots around the will and the wild imagination of the ruthlessly manipulative television producer, Christof--the all-powerful TV-God of an extreme 24/7 reality show: The Truman Show. As a result, Truman's picturesque neighbourhood with the manicured lawns and the uncannily perfect residents is nothing but an elaborate state-of-the-art set, and the only truth he knows is what the worldwide television network and its deep financial interests dictate. Do lab rats know they are forever imprisoned?",https://m.media-amazon.com/images/M/MV5BMDIzODcyY2EtMmY2MC00ZWVlLTgwMzAtMjQwOWUyNmJjNTYyXkEyXkFqcGdeQXVyNDk3NzU2MTQ@.jpg
118843,movie,"Black Cat, White Cat",01-Jun-98,8.1,"Bajram Severdzan(Matko Destanov), Srdjan 'Zika' Todorovic(Dadan Karambolo), Branka Katic(Ida), Florijan Ajdini(Zare Destanov), Ljubica Adzovic(Sujka)","0786281, 0865411, 0441287, 0014981, 0012557","Comedy, Crime, Romance",127,NA,NA,"Matko is a small time hustler, living by the river Danube with his 17 year old son Zare. After a failed business deal he owes money to the much more successful gangster Dadan. Dadan has a sister, Afrodita, that he desperately wants to see get married so they strike a deal: Zare is to marry her. But none of the two care much for an arranged marriage: Zare is in love with Ida, Afrodita is waiting for the man of her dreams.",https://m.media-amazon.com/images/M/MV5BMmExZTZhN2QtMzg5Mi00Y2M5LTlmMWYtNTUzMzUwMGM2OGQ3XkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg
118715,movie,The Big Lebowski,06-Mar-98,8.1,"Jeff Bridges(The Dude), John Goodman(Walter Sobchak), Julianne Moore(Maude Lebowski), Steve Buscemi(Theodore Donald 'Donny' Kerabatsos), David Huddleston(The Big Lebowski)","0000313, 0000422, 0000194, 0000114, 0399663","Comedy, Crime, Sport",117,"$15,000,000 (estimated)","$46,189,568","When ""the dude"" Lebowski is mistaken for a millionaire Lebowski, two thugs urinate on his rug to coerce him into paying a debt he knows nothing about. While attempting to gain recompense for the ruined rug from his wealthy counterpart, he accepts a one-time job with high pay-off. He enlists the help of his bowling buddy, Walter, a gun-toting Jewish-convert with anger issues. Deception leads to more trouble, and it soon seems that everyone from porn empire tycoons to nihilists want something from The Dude.",https://m.media-amazon.com/images/M/MV5BMTQ0NjUzMDMyOF5BMl5BanBnXkFtZTgwODA1OTU0MDE@.jpg
118694,movie,In the Mood for Love,29-Sep-00,8.1,"Maggie Cheung(Su Li-zhen - Mrs. Chan), Tony Chiu-Wai Leung(Chow Mo-wan), Ping Lam Siu(Ah Ping), Tung Cho 'Joe' Cheung(Man living in Mr. Koo's apartment), Rebecca Pan(Mrs. Suen)","0001041, 0504897, 0803310, 0156432, 0659029","Drama, Romance",98,NA,"$13,834,044","Set in Hong Kong, 1962, Chow Mo-Wan is a newspaper editor who moves into a new building with his wife. At the same time, Su Li-zhen, a beautiful secretary and her executive husband also move in to the crowded building. With their spouses often away, Chow and Li-zhen spend most of their time together as friends. They have everything in common from noodle shops to martial arts. Soon, they are shocked to discover that their spouses are having an affair. Hurt and angry, they find comfort in their growing friendship even as they resolve not to be like their unfaithful mates.",https://m.media-amazon.com/images/M/MV5BYjZjODRlMjQtMjJlYy00ZDBjLTkyYTQtZGQxZTk5NzJhYmNmXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg
